REC_TIME,ID,POINT_ID,AVGACURATE,LIGHTVEH,AVGSPEED,LONGVEH,HUGEVEH,MIDVEH,AVGHEADDIST,MINIVEH,AVGFLOW
2022/7/14 0:00,22201,1001,9.30E+00,0,9.22E+01,1482,0,1426,0,10583,13491
2022/7/23 0:00,22210,1001,4.60E+00,0,9.93E+01,718,0,748,0,6819,8285
2022/5/21 0:00,22147,1001,1.00E+01,0,8.87E+01,1649,0,1337,0,8772,11758
2022/9/24 0:00,22570,1001,7.00E-01,0,6.90E+01,2,0,18,0,285,305
2022/6/18 0:00,22175,1001,5.10E+00,0,1.04E+02,988,0,955,0,9203,11146
2022/9/13 0:00,22427,1001,3.10E+00,0,8.04E+01,155,0,257,0,2356,2768
2022/7/31 0:00,22227,1001,1.00E+00,0,7.95E+01,52,0,66,0,908,1026
2022/7/22 0:00,22209,1001,5.40E+00,0,9.55E+01,710,0,813,0,6197,7720
2022/5/29 0:00,22155,1001,1.33E+01,0,9.41E+01,3308,0,2288,0,15434,21030
2022/6/26 0:00,22183,1001,3.00E+00,0,1.04E+02,310,0,371,0,4600,5281
2022/10/2 0:00,22667,1001,7.00E-01,0,6.98E+01,4,0,14,0,310,328
2022/9/21 0:00,22567,1001,1.20E+00,0,8.28E+01,16,0,40,0,670,726
2022/8/8 0:00,22268,1001,2.80E+00,0,9.26E+01,87,0,149,0,1179,1415
2022/6/6 0:00,22163,1001,1.14E+01,0,9.67E+01,3042,0,2408,0,16064,21514
2022/7/30 0:00,22217,1001,1.40E+00,0,8.06E+01,32,0,64,0,683,779
2022/7/4 0:00,22191,1001,3.10E+00,0,1.08E+02,548,0,537,0,5166,6251
2022/9/29 0:00,22607,1001,1.40E+00,0,8.39E+01,13,0,44,0,847,904
2022/9/15 0:00,22467,1001,4.70E+00,0,9.28E+01,382,0,490,0,4132,5004
2022/1/3 0:00,21984,1001,6.70E+00,0,7.88E+01,1257,0,1027,0,6607,8891
2022/8/1 0:00,22228,1001,1.70E+00,0,1.05E+02,85,0,125,0,1353,1563
2022/10/21 0:00,22730,1001,2.10E+00,0,7.96E+01,52,0,80,0,1143,1275
2022/1/8 0:00,21989,1001,1.00E+01,0,8.14E+01,1745,0,1344,0,8157,11246
2022/10/11 0:00,22689,1001,1.30E+00,0,8.33E+01,39,0,94,0,1219,1352
2022/1/15 0:00,22003,1001,8.40E+00,0,8.81E+01,1208,0,942,0,6358,8508
2022/9/23 0:00,22569,1001,1.10E+00,0,7.00E+01,13,0,41,0,791,845
2022/8/9 0:00,22269,1001,9.60E+00,0,8.78E+01,935,0,889,0,6657,8481
2022/10/20 0:00,22729,1001,1.40E+00,0,7.41E+01,42,0,120,0,1630,1792
2022/10/29 0:00,22787,1001,1.80E+00,0,9.12E+01,44,0,120,0,1517,1681
2022/1/10 0:00,22008,1001,1.36E+01,0,8.21E+01,1924,0,1480,0,8817,12221
2022/10/1 0:00,22647,1001,9.00E-01,0,5.93E+01,3,0,16,0,336,355
2022/10/28 0:00,22770,1001,1.60E+00,0,7.58E+01,51,0,96,0,1426,1573
2022/9/3 0:00,22307,1001,5.40E+00,0,9.15E+01,413,0,618,0,4711,5742
2022/1/24 0:00,22016,1001,9.00E+00,0,7.78E+01,769,0,539,0,4160,5468
2022/1/19 0:00,22011,1001,8.00E+00,0,8.86E+01,1183,0,1258,0,8451,10892
2022/11/6 0:00,22927,1001,1.80E+00,0,8.15E+01,25,0,69,0,851,945
2022/10/9 0:00,22687,1001,1.90E+00,0,7.31E+01,93,0,207,0,2214,2514
2022/11/5 0:00,22907,1001,2.50E+00,0,8.90E+01,70,0,152,0,2019,2241
2022/2/2 0:00,22024,1001,1.07E+01,0,8.72E+01,1915,0,1672,0,11919,15506
2022/1/27 0:00,22019,1001,1.25E+01,0,7.62E+01,1532,0,1128,0,6943,9603
2022/9/11 0:00,22387,1001,4.40E+00,0,9.09E+01,293,0,458,0,4038,4789
2022/11/14 0:00,22948,1001,1.40E+00,0,7.17E+01,21,0,65,0,769,855
2022/11/13 0:00,22947,1001,1.20E+00,0,6.56E+01,11,0,34,0,504,549
2022/10/18 0:00,22727,1001,1.90E+00,0,8.86E+01,17,0,51,0,569,637
2022/2/5 0:00,22027,1001,1.10E+01,0,8.85E+01,2308,0,2109,0,13416,17833
2022/2/10 0:00,22032,1001,9.00E+00,0,8.50E+01,1389,0,1329,0,9645,12363
2022/1/5 0:00,21986,1001,1.00E+01,0,8.69E+01,1924,0,1431,0,9076,12431
2022/10/26 0:00,22768,1001,1.70E+00,0,8.62E+01,40,0,120,0,1667,1827
2022/9/19 0:00,22527,1001,2.90E+00,0,7.68E+01,218,0,196,0,1620,2034
2022/1/4 0:00,21985,1001,9.10E+00,0,7.92E+01,1240,0,992,0,7202,9434
2022/11/3 0:00,22867,1001,2.90E+00,0,8.82E+01,173,0,246,0,2312,2731
2022/9/27 0:00,22589,1001,9.00E-01,0,7.42E+01,11,0,31,0,627,669
2022/2/18 0:00,22040,1001,1.32E+01,0,8.55E+01,2598,0,1831,0,12166,16595
2022/1/11 0:00,22005,1001,1.02E+01,0,9.70E+01,2538,0,1817,0,13613,17968
2022/2/13 0:00,22035,1001,1.03E+01,0,8.71E+01,1780,0,1623,0,11528,14931
2022/1/18 0:00,22004,1001,9.10E+00,0,8.70E+01,1449,0,1612,0,11156,14217
2022/11/11 0:00,22932,1001,1.10E+00,0,7.70E+01,12,0,34,0,556,602
2022/10/5 0:00,22670,1001,1.30E+00,0,7.54E+01,14,0,53,0,896,963
2022/2/27 0:00,22048,1001,9.70E+00,0,8.75E+01,2270,0,1538,0,9581,13389
2022/1/2 0:00,21983,1001,6.60E+00,0,7.96E+01,1040,0,871,0,5441,7352
2022/1/21 0:00,22013,1001,8.30E+00,0,8.38E+01,1193,0,1023,0,7595,9811
2022/2/21 0:00,22043,1001,2.19E+01,0,7.80E+01,5343,0,3277,0,20851,29471
2022/1/20 0:00,22012,1001,6.30E+00,0,8.33E+01,804,0,785,0,5681,7270
2022/10/13 0:00,22708,1001,1.30E+00,0,6.89E+01,19,0,69,0,882,970
2022/1/29 0:00,22021,1001,9.00E+00,0,8.87E+01,1548,0,1596,0,10140,13284
2022/3/7 0:00,22056,1001,9.40E+00,0,8.71E+01,1372,0,1056,0,9076,11504
2022/3/2 0:00,22051,1001,8.70E+00,0,8.45E+01,1524,0,1365,0,9102,11991
2022/1/13 0:00,22002,1001,9.70E+00,0,8.61E+01,1499,0,1455,0,9983,12937
2022/1/28 0:00,22020,1001,1.16E+01,0,8.08E+01,1821,0,1388,0,8897,12106
2022/3/10 0:00,22059,1001,1.28E+01,0,8.63E+01,2672,0,1668,0,11084,15424
2022/2/6 0:00,22028,1001,1.03E+01,0,8.27E+01,1553,0,1372,0,9066,11991
2022/3/15 0:00,22064,1001,1.51E+01,0,8.02E+01,3519,0,2096,0,13463,19078
2022/10/22 0:00,22731,1001,1.70E+00,0,7.89E+01,33,0,92,0,1042,1167
2022/1/17 0:00,22010,1001,8.00E+00,0,8.43E+01,929,0,859,0,5623,7411
2022/2/7 0:00,22029,1001,8.50E+00,0,8.91E+01,1341,0,1309,0,8475,11125
2022/1/26 0:00,22018,1001,8.20E+00,0,7.67E+01,1034,0,958,0,6222,8214
2022/3/18 0:00,22067,1001,1.15E+01,0,8.27E+01,1718,0,1202,0,7998,10918
2022/2/15 0:00,22037,1001,1.18E+01,0,8.22E+01,1773,0,1185,0,8621,11579
2022/10/30 0:00,22807,1001,2.20E+00,0,9.32E+01,82,0,191,0,2602,2875
2022/3/23 0:00,22072,1001,1.41E+01,0,8.76E+01,3126,0,2104,0,14121,19351
2022/2/14 0:00,22036,1001,1.06E+01,0,9.07E+01,1837,0,1498,0,10674,14009
2022/2/4 0:00,22026,1001,8.30E+00,0,9.78E+01,1737,0,1475,0,12325,15537
2022/5/16 0:00,22142,1001,1.24E+01,0,8.15E+01,2362,0,1814,0,10696,14872
2022/11/7 0:00,22928,1001,1.80E+00,0,8.30E+01,39,0,58,0,679,776
2022/3/31 0:00,22080,1001,1.15E+01,0,8.55E+01,2056,0,1594,0,10279,13929
2022/2/24 0:00,22045,1001,3.80E+00,0,7.71E+01,46,0,50,0,294,390
2022/3/26 0:00,22075,1001,1.85E+01,0,8.22E+01,4856,0,2511,0,16549,23916
2022/2/22 0:00,22044,1001,1.39E+01,0,9.13E+01,1522,0,1213,0,7925,10660
2022/2/12 0:00,22034,1001,8.00E+00,0,8.68E+01,1368,0,1295,0,8623,11286
2022/5/24 0:00,22150,1001,1.04E+01,0,8.61E+01,1778,0,1381,0,8637,11796
2022/3/4 0:00,22053,1001,9.10E+00,0,8.92E+01,1714,0,1281,0,9094,12089
2022/4/8 0:00,22088,1001,9.80E+00,0,9.08E+01,1946,0,1580,0,10453,13979
2022/2/20 0:00,22042,1001,1.74E+01,0,8.71E+01,4666,0,2806,0,17991,25463
2022/11/15 0:00,22949,1001,9.00E-01,0,7.30E+01,13,0,49,0,670,732
2022/3/3 0:00,22052,1001,9.80E+00,0,9.08E+01,1727,0,1310,0,9241,12278
2022/4/3 0:00,22083,1001,1.17E+01,0,8.44E+01,1976,0,1505,0,9875,13356
2022/4/16 0:00,22096,1001,9.60E+00,0,9.67E+01,2299,0,1736,0,12903,16938
2022/3/12 0:00,22061,1001,1.05E+01,0,8.34E+01,2137,0,1427,0,9754,13318
2022/6/1 0:00,22158,1001,9.80E+00,0,9.30E+01,2182,0,1715,0,12502,16399
2022/1/6 0:00,21987,1001,7.80E+00,0,8.56E+01,1142,0,1042,0,6457,8641
2022/3/1 0:00,22050,1001,5.60E+00,0,9.04E+01,836,0,711,0,5329,6876
2022/3/11 0:00,22060,1001,1.14E+01,0,7.76E+01,2184,0,1496,0,9836,13516
2022/4/11 0:00,22091,1001,1.09E+01,0,8.69E+01,2082,0,1630,0,10965,14677
2022/5/14 0:00,22124,1001,1.32E+01,0,7.55E+01,1386,0,826,0,5506,7718
2022/4/24 0:00,22104,1001,1.71E+01,0,9.08E+01,4713,0,2807,0,17642,25162
2022/6/9 0:00,22166,1001,6.30E+00,0,7.42E+01,1389,0,1227,0,8810,11426
2022/3/20 0:00,22069,1001,1.16E+01,0,8.93E+01,2618,0,2059,0,13896,18573
2022/5/22 0:00,22148,1001,9.90E+00,0,9.61E+01,1003,0,726,0,5415,7144
2022/3/9 0:00,22058,1001,1.08E+01,0,8.64E+01,1807,0,1493,0,10136,13436
2022/1/12 0:00,22006,1001,8.90E+00,0,8.66E+01,1364,0,1194,0,7656,10214
2022/3/19 0:00,22068,1001,1.22E+01,0,9.08E+01,3061,0,2040,0,13609,18710
2022/4/19 0:00,22099,1001,1.30E+01,0,7.74E+01,2222,0,1594,0,9955,13771
2022/5/2 0:00,22112,1001,1.20E+01,0,8.60E+01,2679,0,2137,0,12809,17625
2022/6/17 0:00,22174,1001,6.90E+00,0,1.05E+02,1756,0,1474,0,12026,15256
2022/3/28 0:00,22077,1001,1.46E+01,0,7.35E+01,1813,0,1273,0,9022,12108
2022/4/27 0:00,22107,1001,1.55E+01,0,9.43E+01,4563,0,2626,0,17230,24419
2022/5/30 0:00,22156,1001,1.17E+01,0,9.14E+01,2178,0,1816,0,12642,16636
2022/3/27 0:00,22076,1001,1.54E+01,0,8.64E+01,3402,0,2486,0,16251,22139
2022/3/17 0:00,22066,1001,1.42E+01,0,8.50E+01,2961,0,1770,0,12242,16973
2022/6/25 0:00,22182,1001,3.50E+00,0,1.04E+02,409,0,583,0,5815,6807
2022/5/10 0:00,22120,1001,1.40E+01,0,8.52E+01,2614,0,1776,0,11226,15616
2022/1/22 0:00,22014,1001,7.60E+00,0,8.38E+01,915,0,852,0,6075,7842
2022/6/7 0:00,22164,1001,5.00E+00,0,8.75E+01,661,0,625,0,5194,6480
2022/3/25 0:00,22074,1001,1.63E+01,0,8.67E+01,4281,0,2595,0,16433,23309
2022/5/5 0:00,22115,1001,1.23E+01,0,8.56E+01,2860,0,1868,0,11710,16438
2022/4/4 0:00,22084,1001,1.15E+01,0,8.14E+01,2279,0,1585,0,10113,13977
2022/7/3 0:00,22190,1001,3.00E+00,0,1.05E+02,454,0,516,0,5558,6528
2022/4/30 0:00,22110,1001,1.13E+01,0,9.07E+01,2339,0,1730,0,12530,16599
2022/10/23 0:00,22747,1001,1.80E+00,0,8.93E+01,28,0,93,0,1159,1280
2022/11/10 0:00,22931,1001,1.00E+00,0,6.38E+01,17,0,36,0,632,685
2022/10/31 0:00,22808,1001,1.80E+00,0,1.03E+02,140,0,252,0,3495,3887
2022/1/1 0:00,21982,1001,7.70E+00,0,7.98E+01,635,0,569,0,3658,4862
2022/5/8 0:00,22118,1001,1.08E+01,0,7.85E+01,882,0,641,0,4354,5877
2022/11/8 0:00,22929,1001,1.80E+00,0,8.55E+01,22,0,72,0,754,848
2022/1/9 0:00,22001,1001,3.60E+00,0,8.59E+01,2,0,5,0,32,39
2022/11/16 0:00,22950,1001,1.50E+00,0,7.57E+01,23,0,53,0,945,1021
2022/1/7 0:00,21988,1001,7.60E+00,0,8.25E+01,1267,0,1061,0,6374,8702
2022/1/14 0:00,22009,1001,1.00E+01,0,8.42E+01,1243,0,1058,0,6835,9136
2022/1/16 0:00,22007,1001,8.40E+00,0,8.18E+01,1456,0,1202,0,8078,10736
2022/3/14 0:00,22063,1001,1.14E+01,0,8.02E+01,1814,0,1265,0,8773,11852
2022/3/24 0:00,22073,1001,1.17E+01,0,8.05E+01,1675,0,1206,0,6886,9767
2022/4/1 0:00,22081,1001,1.40E+01,0,8.99E+01,3458,0,2488,0,16163,22109
2022/3/22 0:00,22071,1001,1.64E+01,0,8.92E+01,4252,0,2560,0,16603,23415
2022/4/9 0:00,22089,1001,1.31E+01,0,8.62E+01,2433,0,1628,0,11334,15395
2022/3/30 0:00,22079,1001,1.06E+01,0,8.02E+01,1733,0,1256,0,8523,11512
2022/4/17 0:00,22097,1001,9.20E+00,0,8.83E+01,1429,0,1345,0,9082,11856
2022/4/7 0:00,22087,1001,8.70E+00,0,8.77E+01,1549,0,1194,0,9180,11923
2022/4/15 0:00,22095,1001,9.80E+00,0,9.41E+01,2151,0,1569,0,11717,15437
2022/4/25 0:00,22105,1001,1.91E+01,0,9.21E+01,6152,0,3099,0,19329,28580
2022/4/23 0:00,22103,1001,1.55E+01,0,8.91E+01,3554,0,2058,0,13166,18778
2022/5/3 0:00,22113,1001,9.40E+00,0,8.53E+01,1580,0,1368,0,8494,11442
2022/5/1 0:00,22111,1001,1.54E+01,0,8.87E+01,3948,0,2811,0,17878,24637
2022/6/15 0:00,22172,1001,4.60E+00,0,8.44E+01,577,0,550,0,5110,6237
2022/1/30 0:00,22022,1001,1.11E+01,0,9.91E+01,2618,0,2016,0,14781,19415
2022/4/2 0:00,22082,1001,1.11E+01,0,9.19E+01,2890,0,1789,0,13479,18158
2022/5/13 0:00,22123,1001,9.20E+00,0,6.65E+01,1614,0,1009,0,6994,9617
2022/7/11 0:00,22198,1001,6.90E+00,0,9.17E+01,684,0,723,0,5809,7216
2022/4/12 0:00,22092,1001,1.14E+01,0,8.81E+01,2512,0,1685,0,11363,15560
2022/6/23 0:00,22180,1001,3.40E+00,0,1.01E+02,386,0,489,0,5402,6277
2022/4/10 0:00,22090,1001,1.13E+01,0,8.17E+01,2057,0,1410,0,8904,12371
2022/2/8 0:00,22030,1001,1.06E+01,0,8.56E+01,1921,0,1783,0,12387,16091
2022/7/19 0:00,22206,1001,6.90E+00,0,9.94E+01,1188,0,1187,0,9323,11698
2022/4/18 0:00,22098,1001,1.04E+01,0,8.44E+01,1688,0,1491,0,9720,12899
2022/4/5 0:00,22085,1001,1.24E+01,0,7.87E+01,2402,0,1524,0,9370,13296
2022/4/20 0:00,22100,1001,9.80E+00,0,8.29E+01,1597,0,1047,0,7415,10059
2022/7/1 0:00,22188,1001,1.90E+00,0,1.02E+02,146,0,190,0,2389,2725
2022/2/16 0:00,22038,1001,1.00E+01,0,9.29E+01,2210,0,1759,0,11708,15677
2022/7/27 0:00,22214,1001,1.00E+00,0,1.11E+02,48,0,90,0,1399,1537
2022/7/9 0:00,22196,1001,3.30E+00,0,9.16E+01,217,0,346,0,2823,3386
2022/8/4 0:00,22231,1001,3.90E+00,0,7.98E+01,203,0,341,0,2399,2943
2022/4/13 0:00,22093,1001,1.19E+01,0,9.05E+01,2543,0,1819,0,12004,16366
2022/4/26 0:00,22106,1001,1.86E+01,0,9.10E+01,5525,0,2986,0,20059,28570
2022/4/28 0:00,22108,1001,1.27E+01,0,9.75E+01,3512,0,2471,0,16320,22303
2022/2/25 0:00,22046,1001,7.70E+00,0,8.33E+01,1292,0,1091,0,7039,9422
2022/7/17 0:00,22204,1001,1.10E+01,0,1.03E+02,3371,0,2367,0,17149,22887
2022/8/12 0:00,22272,1001,3.40E+00,0,8.19E+01,169,0,231,0,1655,2055
2022/4/21 0:00,22101,1001,1.23E+01,0,8.32E+01,2828,0,1782,0,11639,16249
2022/5/4 0:00,22114,1001,1.34E+01,0,8.35E+01,2909,0,1712,0,11128,15749
2022/5/6 0:00,22116,1001,1.43E+01,0,8.59E+01,3571,0,2160,0,13664,19395
2022/3/5 0:00,22054,1001,8.30E+00,0,8.70E+01,1707,0,1305,0,9862,12874
2022/7/25 0:00,22212,1001,3.00E+00,0,1.05E+02,335,0,497,0,4764,5596
2022/9/6 0:00,22329,1001,3.20E+00,0,9.10E+01,188,0,330,0,2725,3243
2022/4/29 0:00,22109,1001,1.37E+01,0,8.90E+01,3518,0,2213,0,14754,20485
2022/8/2 0:00,22229,1001,2.10E+00,0,1.01E+02,102,0,193,0,1745,2040
2022/9/14 0:00,22447,1001,4.20E+00,0,9.13E+01,367,0,500,0,3930,4797
2022/3/13 0:00,22062,1001,1.34E+01,0,8.62E+01,2812,0,1807,0,12178,16797
2022/5/12 0:00,22122,1001,1.11E+01,0,7.88E+01,2250,0,1297,0,8102,11649
2022/8/10 0:00,22270,1001,8.90E+00,0,9.03E+01,1098,0,1162,0,7638,9898
2022/9/4 0:00,22327,1001,6.20E+00,0,9.25E+01,691,0,889,0,6617,8197
2022/5/7 0:00,22117,1001,1.16E+01,0,7.70E+01,1342,0,924,0,6449,8715
2022/3/21 0:00,22070,1001,1.57E+01,0,8.61E+01,3845,0,2561,0,17434,23840
2022/9/22 0:00,22568,1001,1.40E+00,0,8.56E+01,17,0,35,0,710,762
2022/9/12 0:00,22407,1001,3.00E+00,0,9.05E+01,125,0,267,0,2218,2610
2022/3/29 0:00,22078,1001,1.30E+01,0,7.15E+01,1478,0,1087,0,7259,9824
2022/9/30 0:00,22627,1001,1.50E+00,0,7.66E+01,12,0,26,0,583,621
2022/9/20 0:00,22547,1001,6.00E-01,0,7.92E+01,6,0,19,0,258,283
2022/4/6 0:00,22086,1001,1.02E+01,0,8.73E+01,2247,0,1593,0,11026,14866
2022/10/8 0:00,22673,1001,2.20E+00,0,8.26E+01,74,0,138,0,1721,1933
2022/9/28 0:00,22590,1001,9.00E-01,0,9.35E+01,6,0,18,0,441,465
2022/4/14 0:00,22094,1001,8.60E+00,0,8.37E+01,1403,0,1134,0,8472,11009
2022/10/16 0:00,22711,1001,1.80E+00,0,9.23E+01,33,0,64,0,881,978
2022/10/6 0:00,22671,1001,1.60E+00,0,7.76E+01,27,0,65,0,897,989
2022/10/25 0:00,22767,1001,1.80E+00,0,8.97E+01,40,0,90,0,1310,1440
2022/4/22 0:00,22102,1001,1.54E+01,0,8.55E+01,2550,0,1599,0,10569,14718
2022/10/14 0:00,22709,1001,1.00E+00,0,6.41E+01,17,0,51,0,687,755
2022/11/2 0:00,22847,1001,2.40E+00,0,1.01E+02,218,0,366,0,4327,4911
2022/1/25 0:00,22017,1001,6.80E+00,0,8.02E+01,762,0,699,0,5061,6522
2022/2/3 0:00,22025,1001,1.20E+01,0,9.00E+01,2708,0,2278,0,14477,19463
2022/1/23 0:00,22015,1001,7.60E+00,0,8.13E+01,626,0,528,0,3869,5023
2022/2/1 0:00,22023,1001,1.02E+01,0,8.84E+01,1603,0,1229,0,8783,11615
2022/2/11 0:00,22033,1001,9.80E+00,0,8.60E+01,1518,0,1280,0,9163,11961
2022/2/19 0:00,22041,1001,1.39E+01,0,9.13E+01,3489,0,2383,0,16164,22036
2022/2/9 0:00,22031,1001,8.40E+00,0,8.96E+01,1407,0,1591,0,11678,14676
2022/2/17 0:00,22039,1001,1.24E+01,0,8.40E+01,2539,0,1851,0,11817,16207
2022/2/28 0:00,22049,1001,1.00E+01,0,8.79E+01,1772,0,1352,0,9361,12485
2022/2/26 0:00,22047,1001,6.30E+00,0,8.48E+01,1063,0,885,0,6017,7965
2022/3/8 0:00,22057,1001,1.70E+01,0,8.64E+01,4126,0,2634,0,16927,23687
2022/3/6 0:00,22055,1001,1.15E+01,0,9.45E+01,2708,0,2080,0,15488,20276
2022/3/16 0:00,22065,1001,1.14E+01,0,8.48E+01,2071,0,1786,0,11435,15292
2022/5/11 0:00,22121,1001,1.22E+01,0,8.37E+01,1951,0,1229,0,7200,10380
2022/5/9 0:00,22119,1001,1.40E+01,0,8.19E+01,2503,0,1703,0,10692,14898
2021/12/21,21823,1001,9.80E+00,0,9.20E+01,2108,0,1883,0,13610,17601
2021/12/18,21805,1001,1.02E+01,0,9.64E+01,2321,0,1915,0,14786,19022
2021/12/13,21783,1001,8.40E+00,0,8.94E+01,1667,0,1417,0,10473,13557
09-11�?21 12.00.00.000000000 上午,21623,1001,6.80E+00,0,9.84E+01,1116,0,1121,0,9723,11960
17-11�?21 12.00.00.000000000 上午,21664,1001,5.90E+00,0,9.00E+01,920,0,919,0,6928,8767
03-11�?21 12.00.00.000000000 上午,21608,1001,1.09E+01,0,7.92E+01,1474,0,1100,0,7061,9635
06-11�?21 12.00.00.000000000 上午,21611,1001,1.19E+01,0,7.86E+01,1736,0,1201,0,7327,10264
11-11�?21 12.00.00.000000000 上午,21625,1001,7.50E+00,0,8.24E+01,875,0,808,0,5479,7162
14-11�?21 12.00.00.000000000 上午,21661,1001,5.80E+00,0,8.63E+01,733,0,633,0,4534,5900
19-11�?21 12.00.00.000000000 上午,21682,1001,5.90E+00,0,8.22E+01,578,0,609,0,4143,5330
22-11�?21 12.00.00.000000000 上午,21702,1001,7.50E+00,0,1.04E+02,1728,0,1270,0,12840,15838
07-11�?21 12.00.00.000000000 上午,21621,1001,1.26E+01,0,8.14E+01,2409,0,1611,0,9936,13956
05-11�?21 12.00.00.000000000 上午,21610,1001,1.32E+01,0,8.28E+01,2906,0,1829,0,11154,15889
13-11�?21 12.00.00.000000000 上午,21641,1001,7.20E+00,0,8.97E+01,1177,0,1137,0,8006,10320
15-11�?21 12.00.00.000000000 上午,21662,1001,4.70E+00,0,8.33E+01,436,0,483,0,3676,4595
21-11�?21 12.00.00.000000000 上午,21701,1001,7.20E+00,0,8.32E+01,735,0,745,0,5075,6555
23-11�?21 12.00.00.000000000 上午,21721,1001,7.20E+00,0,9.88E+01,1441,0,1348,0,11745,14534
08-11�?21 12.00.00.000000000 上午,21622,1001,8.40E+00,0,1.06E+02,2302,0,1492,0,13296,17090
16-11�?21 12.00.00.000000000 上午,21663,1001,5.40E+00,0,7.20E+01,730,0,752,0,5196,6678
24-11�?21 12.00.00.000000000 上午,21722,1001,6.80E+00,0,8.67E+01,844,0,916,0,7024,8784
25-11�?21 12.00.00.000000000 上午,21723,1001,7.00E+00,0,8.28E+01,874,0,797,0,5935,7606
04-11�?21 12.00.00.000000000 上午,21609,1001,1.05E+01,0,8.03E+01,1913,0,1386,0,8496,11795
02-11�?21 12.00.00.000000000 上午,21607,1001,1.30E+01,0,7.88E+01,2145,0,1458,0,8888,12491
10-11�?21 12.00.00.000000000 上午,21624,1001,7.10E+00,0,9.07E+01,1103,0,1075,0,9051,11229
12-11�?21 12.00.00.000000000 上午,21626,1001,8.80E+00,0,8.20E+01,1275,0,1152,0,7682,10109
18-11�?21 12.00.00.000000000 上午,21681,1001,6.90E+00,0,8.92E+01,863,0,932,0,6573,8368
20-11�?21 12.00.00.000000000 上午,21683,1001,7.80E+00,0,9.15E+01,1194,0,1189,0,8141,10524
03-9�?-21 12.00.00.000000000 上午,21531,1001,1.65E+01,0,8.00E+01,3425,0,1958,0,13164,18547
21-7�?-21 12.00.00.000000000 上午,21443,1001,7.10E+00,0,8.54E+01,772,0,873,0,6127,7772
27-7�?-21 12.00.00.000000000 上午,21461,1001,1.08E+01,0,8.82E+01,1984,0,1526,0,11375,14885
29-8�?-21 12.00.00.000000000 上午,21526,1001,1.11E+01,0,8.84E+01,1899,0,1400,0,9571,12870
14-7�?-21 12.00.00.000000000 上午,21425,1001,1.48E+01,0,8.86E+01,3682,0,2475,0,16598,22755
29-7�?-21 12.00.00.000000000 上午,21463,1001,7.40E+00,0,9.29E+01,1138,0,1195,0,9181,11514
11-9�?-21 12.00.00.000000000 上午,21539,1001,1.89E+01,0,8.42E+01,4699,0,2882,0,18096,25677
06-9�?-21 12.00.00.000000000 上午,21534,1001,1.15E+01,0,7.92E+01,1794,0,1130,0,7706,10630
06-8�?-21 12.00.00.000000000 上午,21471,1001,9.50E+00,0,8.74E+01,1387,0,1231,0,8647,11265
19-9�?-21 12.00.00.000000000 上午,21547,1001,8.90E+00,0,8.03E+01,946,0,792,0,5046,6784
04-8�?-21 12.00.00.000000000 上午,21469,1001,1.31E+01,0,8.31E+01,2193,0,1514,0,11747,15454
22-7�?-21 12.00.00.000000000 上午,21444,1001,7.60E+00,0,9.02E+01,1130,0,1088,0,8395,10613
14-8�?-21 12.00.00.000000000 上午,21487,1001,1.11E+01,0,9.42E+01,2455,0,1878,0,12863,17196
27-9�?-21 12.00.00.000000000 上午,21562,1001,8.20E+00,0,8.56E+01,1087,0,1020,0,7524,9631
12-8�?-21 12.00.00.000000000 上午,21485,1001,6.70E+00,0,9.83E+01,1137,0,1145,0,9668,11950
14-9�?-21 12.00.00.000000000 上午,21542,1001,1.18E+01,0,8.39E+01,1606,0,1307,0,8029,10942
22-8�?-21 12.00.00.000000000 上午,21507,1001,1.42E+01,0,9.63E+01,4122,0,2914,0,19397,26433
05-10�?21 12.00.00.000000000 上午,21570,1001,8.60E+00,0,8.68E+01,1430,0,1120,0,7928,10478
30-7�?-21 12.00.00.000000000 上午,21464,1001,7.70E+00,0,9.42E+01,1289,0,1241,0,10109,12639
22-9�?-21 12.00.00.000000000 上午,21550,1001,1.00E+01,0,8.68E+01,1289,0,1031,0,7056,9376
20-8�?-21 12.00.00.000000000 上午,21505,1001,1.06E+01,0,9.18E+01,2518,0,1825,0,13326,17669
13-10�?21 12.00.00.000000000 上午,21587,1001,1.31E+01,0,9.19E+01,3215,0,2061,0,14200,19476
30-8�?-21 12.00.00.000000000 上午,21527,1001,1.18E+01,0,8.60E+01,2061,0,1508,0,10409,13978
07-8�?-21 12.00.00.000000000 上午,21472,1001,4.60E+00,0,8.70E+01,20,0,9,0,95,124
30-9�?-21 12.00.00.000000000 上午,21565,1001,1.47E+01,0,8.73E+01,3517,0,2408,0,14799,20724
21-10�?21 12.00.00.000000000 上午,21595,1001,8.80E+00,0,9.37E+01,1819,0,1337,0,10827,13983
07-9�?-21 12.00.00.000000000 上午,21535,1001,1.55E+01,0,8.15E+01,2764,0,1764,0,11438,15966
25-10�?21 12.00.00.000000000 上午,21599,1001,1.64E+01,0,7.99E+01,3381,0,2492,0,16642,22515
16-8�?-21 12.00.00.000000000 上午,21501,1001,9.60E+00,0,9.14E+01,2048,0,1704,0,11878,15630
16-9�?-21 12.00.00.000000000 上午,21544,1001,8.20E+00,0,8.36E+01,1015,0,716,0,5399,7130
15-10�?21 12.00.00.000000000 上午,21589,1001,1.01E+01,0,8.37E+01,1256,0,1176,0,7492,9924
