,0,1
0,7378.0,1517.559029083699
1,11924.0,1398.926433539018
2,4013.0,480.2985504223034
3,29658.0,3021.794821370393
4,1810.0,1969.0368792787194
5,15166.0,4575.225148394704
6,16541.0,989.3480560723691
7,4326.0,1371.7481243014336
8,8008.999999999999,5134.37493404001
9,4775.0,6682.760719627142
10,5176.0,42638.650277733796
11,272.0,17751.12016892433
12,2100.0,30068.78805404901
13,492.99999999999994,6716.791447401047
14,3932.0000000000005,4446.755452610552
15,3123.0,2848.811665136367
16,8807.0,5810.40342681855
17,868.0,2567.7031960077584
18,32722.999999999996,2866.225142456591
19,89.0,1216.1479439046234
20,3506.0,3158.651468489319
21,13465.0,3454.042283605784
22,3051.0,6619.26747225225
23,99.0,2043.266223564744
24,18424.0,2866.3507618047297
25,3801.9999999999995,1263.2457408085465
26,11522.0,80.53371956734918
27,6848.0,291.3958784430288
28,2990.0,7769.33704815805
29,14713.0,4716.258054316044
30,4160.0,1201.3990421313792
31,5840.0,1351.9041995424777
32,1081.0,12438.033047646284
33,1597.0,13642.659255236387
34,987.0,9725.115094467998
35,4558.0,649.0550725823268
36,453.0,116.42259343503974
37,4591.0,171.23482117033564
38,4865.0,18628.909914016724
39,2904.0,4157.176711022854
40,3511.0,7879.9841003865
41,6462.0,4695.14720210433
42,2149.0,5642.264373704791
43,12269.0,4983.270374663174
44,1693.0,4174.093024797738
45,437.0,4455.805997185409
46,1998.9999999999998,6450.431667491794
47,2251.0,23294.250112712383
48,626.0,8149.936041012406
49,3534.0,16684.395523369312
50,9600.0,2920.90633071959
51,1497.0,15926.790548592806
52,2723.0,7072.227035604417
53,7744.000000000001,3678.7833744734526
54,3323.0,3510.1492833532393
55,2606.0,5295.562199674547
56,714.0,5334.880843088031
57,13217.0,5023.311276189983
58,6366.0,9570.43452847004
59,4014.0,4731.6516320332885
60,1676.0,4367.5429949611425
61,2998.0,5324.650199323893
62,22086.0,4624.835651092231
63,3777.0000000000005,6343.168473169208
64,873.0,6010.5369414538145
65,32085.0,3815.143920816481
66,3735.0000000000005,4488.8827831074595
67,34407.0,6533.31833165884
68,7185.999999999999,8566.772921219468
69,6567.0,456.31434160657227
70,4099.0,11050.361382737756
71,2012.0,16345.045588344336
72,7385.000000000001,25394.14649719
73,3204.0,1767.7722591254858
74,3492.0,23885.3403711915
75,2413.0,5267.280204370618
76,623.0,13890.968958929181
77,2054.0,3140.6081939972937
78,4405.0,4110.399126552045
79,1025.0,4136.46716055274
80,3119.0,750.0391593445092
81,1737.0,299.3553307694383
82,269.0,4091.524341247976
83,859.0,874.9446983868256
84,1198.0,1776.9501234795896
85,3758.0000000000005,3529.6262338235974
86,1864.0,4739.218125358224
87,22216.0,4400.5963999554515
88,3987.0,700.5679325824603
89,8186.999999999999,3884.1329615339637
90,5025.0,536.5488646291196
91,40875.0,10471.424105390906
92,2571.0,1542.6075483579189
93,1831.0,12802.185470819473
94,1980.9999999999998,2493.2317528426647
95,1716.0,4196.16462058574
96,16.0,7053.733146868646
97,2589.0,6871.415899172425
98,2525.0,2611.0629139505327
99,16.0,4453.089133381844
100,2546.0,23390.09661257267
101,9271.0,428.32341228378937
102,2140.0,4316.958145238459
103,176.0,4966.344708517194
104,4779.0,1777.2382402755318
105,5123.0,5785.495086833835
106,361.0,7130.184104397893
107,3359.0,4923.49682033807
108,14423.0,6478.027538843453
109,175.0,8236.499037235975
110,13164.0,4628.980877026916
111,2209.0,2133.7185308411717
112,2972.0,5293.581197433174
113,1217.0,4747.837610647082
114,6245.0,7850.761341571808
115,14138.0,6009.58895111084
116,483.0,5368.51111933589
117,2909.0,2494.3880459964275
118,17386.0,3886.340546220541
119,1233.0,8460.643914446235
120,1189.0,14073.761902227998
121,3741.9999999999995,8944.331543251872
122,7327.000000000001,6892.288691028953
123,991.0,356.5955881429836
124,2848.0,9296.56139370799
125,19742.0,6534.97370134294
126,3254.0,1768.0295556075869
127,1514.0,78.9133349248441
128,5220.0,9464.875166118145
129,22114.0,7689.433790370822
130,8361.0,3480.9101578891277
131,13756.0,11713.203882485628
132,40698.0,1414.571675060317
133,1155.0,33143.15049386024
134,132.0,17211.546171307564
135,754.0,2473.732484214008
136,1932.0,13352.754455983639
137,5404.0,6572.934550516307
138,4120.0,14285.90853753686
139,621.0,7276.859890952706
140,1911.0,914.4905087687074
141,1102.0,14226.542236462235
142,3737.0,4235.940679967403
143,6879.0,5126.850951492786
144,5575.0,5912.699661873281
145,1591.0,12034.903342604637
146,4969.0,1544.1880990732461
147,704.0,7216.589810743928
148,1113.0,4341.3593316450715
149,11627.0,7382.96679212153
150,1839.0,8207.399559676647
151,3610.0000000000005,12341.345684602857
152,13422.0,354.2546524605714
153,726.0,24044.114725083113
154,1059.0,6421.85974868387
155,3038.0,3888.725825957954
156,35950.0,2692.469777945429
157,3103.0,7835.790746092796
158,776.0,1419.8846720587462
159,22.0,4400.135158017278
160,536.0,1034.436581067741
161,2764.0,6997.342600233853
162,2488.0,4880.952034004033
163,2616.0,13575.323883771896
164,1961.0,22147.174995988607
165,4364.0,15597.187484681606
166,988.0,3338.220181852579
167,1649.0,2277.0446806661785
168,882.0,1510.0990252569318
169,3036.0,3855.827160194516
170,3409.0,2088.3633569926023
171,1071.0,13700.61674913764
172,2742.0,2098.101725950837
173,2153.0,12582.773743599653
174,2206.0,1911.3148950859904
175,7841.999999999999,5444.837945394218
176,21109.0,17100.208744049072
177,1554.0,6356.755767941475
178,3483.0,6904.261426463723
