,0,1
0,7378.0,5828.595914140344
1,11924.0,5566.903817623854
2,4013.0,6595.093718506396
3,29658.0,5990.054398536682
4,1810.0,9019.534809455276
5,15166.0,8188.734777614474
6,16541.0,7800.160762861371
7,4326.0,8331.408599555492
8,8008.999999999999,6737.417676746845
9,4775.0,7367.917126595974
10,5176.0,6321.331961981952
11,272.0,6236.800980933011
12,2100.0,5844.581666991115
13,492.99999999999994,5603.616975471377
14,3932.0000000000005,5900.386415109038
15,3123.0,5592.314635001123
16,8807.0,5335.387996666133
17,868.0,5515.71403953433
18,32722.999999999996,5840.9027842879295
19,89.0,9028.10753288865
20,3506.0,7842.282992064953
21,13465.0,7445.886994212866
22,3051.0,8162.052462875843
23,99.0,6729.0617582798
24,18424.0,6536.184408292174
25,3801.9999999999995,7781.101480782032
26,11522.0,7321.718113809824
27,6848.0,7509.144731879234
28,2990.0,7511.918985232711
29,14713.0,6399.306505784392
30,4160.0,7074.829545415938
31,5840.0,6089.530893705785
32,1081.0,6166.414185844362
33,1597.0,6448.172644764185
34,987.0,5929.408948160708
35,4558.0,6028.677990734577
36,453.0,6335.873198606074
37,4591.0,6653.181295387447
38,4865.0,5950.588242724538
39,2904.0,5771.333046346903
40,3511.0,5708.7384768128395
41,6462.0,6261.045727677643
42,2149.0,6848.697289347649
43,12269.0,6727.488434396684
44,1693.0,7567.969445645809
45,437.0,7212.589546561241
46,1998.9999999999998,6385.215033188462
47,2251.0,6595.8304302841425
48,626.0,5888.880022905767
49,3534.0,6328.100953117013
50,9600.0,5812.506434991956
51,1497.0,5764.269880630076
52,2723.0,5886.235427424312
53,7744.000000000001,5708.878337271512
54,3323.0,5605.638788059354
55,2606.0,5578.562823519111
56,714.0,5512.213702097535
57,13217.0,5190.149924613535
58,6366.0,6693.606919452548
59,4014.0,5908.643708571792
60,1676.0,5597.84486207366
61,2998.0,6021.942583113909
62,22086.0,5700.130044326186
63,3777.0000000000005,7545.158162325621
64,873.0,7128.744264356792
65,32085.0,6090.343699775636
66,3735.0000000000005,9263.081605613232
67,34407.0,7894.289827302098
68,7185.999999999999,10382.701561659575
69,6567.0,7750.673966526985
70,4099.0,7994.527690500021
71,2012.0,7671.705095633864
72,7385.000000000001,6175.091060683131
73,3204.0,6276.691819414496
74,3492.0,6282.53237516433
75,2413.0,5787.873139739037
76,623.0,5753.388821966946
77,2054.0,5739.882297672331
78,4405.0,5508.23979459703
79,1025.0,5450.43533949554
80,3119.0,5985.418173119426
81,1737.0,6590.825636424124
82,269.0,5723.252931647003
83,859.0,5948.415941983461
84,1198.0,5389.332473151386
85,3758.0000000000005,5198.28308660537
86,1864.0,5219.8726101741195
87,22216.0,5272.788325838745
88,3987.0,7448.3517691046
89,8186.999999999999,6472.878208339214
90,5025.0,7362.000476554036
91,40875.0,6348.580095171928
92,2571.0,9485.126450404525
93,1831.0,7148.93390801549
94,1980.9999999999998,6969.354354403913
95,1716.0,6162.223473377526
96,16.0,5636.101161152124
97,2589.0,5967.321760155261
98,2525.0,5607.626166917384
99,16.0,5437.687632583082
100,2546.0,6157.564292140305
101,9271.0,5915.720052629709
102,2140.0,6825.409035101533
103,176.0,6035.853810012341
104,4779.0,5739.841487325728
105,5123.0,5610.352808199823
106,361.0,5508.459150210023
107,3359.0,5843.197516068816
108,14423.0,5592.165847279131
109,175.0,7053.123117208481
110,13164.0,6457.147520154715
111,2209.0,7273.084083676338
112,2972.0,6256.566792137921
113,1217.0,5780.771714322269
114,6245.0,5714.697212524712
115,14138.0,7239.170685648918
116,483.0,8618.751699343324
117,2909.0,7340.131232067943
118,17386.0,6342.016856200993
119,1233.0,7289.75426004827
120,1189.0,7063.689596116543
121,3741.9999999999995,7043.968846336007
122,7327.000000000001,6085.49789622426
123,991.0,5731.703649148345
124,2848.0,5864.2169701084495
125,19742.0,5770.919416479766
126,3254.0,8036.426313012838
127,1514.0,7311.754437729716
128,5220.0,6309.21043882519
129,22114.0,6450.966027967632
130,8361.0,7930.367023915052
131,13756.0,8298.330963417888
132,40698.0,8696.827843904495
133,1155.0,11235.865663439035
134,132.0,8598.13652279973
135,754.0,7798.253729373217
136,1932.0,6312.982420131564
137,5404.0,6479.806614890695
138,4120.0,6269.14020486176
139,621.0,5578.740518569946
140,1911.0,6189.130245022476
141,1102.0,5734.502558752894
142,3737.0,5640.273593984544
143,6879.0,6440.759190239012
144,5575.0,5891.859178207815
145,1591.0,6155.994369119406
146,4969.0,6370.515656471252
147,704.0,6242.909779690206
148,1113.0,6572.773009561002
149,11627.0,6723.617828086019
150,1839.0,7135.114504396915
151,3610.0000000000005,7434.222887024283
152,13422.0,6210.489785283804
153,726.0,7281.263157308102
154,1059.0,6168.239598639309
155,3038.0,5683.705580249429
156,35950.0,5509.981461159885
157,3103.0,8505.944249391556
158,776.0,6898.557755418122
159,22.0,5986.263287380338
160,536.0,6156.1763152480125
161,2764.0,6682.739464238286
162,2488.0,6551.135448813438
163,2616.0,6791.902890324593
164,1961.0,6829.35913656652
165,4364.0,6008.57379373908
166,988.0,6676.233189709485
167,1649.0,6219.498244188726
168,882.0,5595.520372748375
169,3036.0,6250.812533266842
170,3409.0,5734.619463391602
171,1071.0,6620.278803654015
172,2742.0,5954.83847028017
173,2153.0,6317.176533460617
174,2206.0,5745.961763992906
175,7841.999999999999,5239.981058247387
176,21109.0,6285.132759436965
177,1554.0,7907.023505657911
178,3483.0,6406.471272259951
